,A,B,K,d,r,s,D,j,j_deg,gmm
2179,-1516449225327382796579724595039054466932877586241391205862642787127425617315462301486010279800754843935760848740705601241000000000*theta_K - 74916238414987435201695998906825292904201683078684153739236726991164136928794750998043284322556252669999856535986810509749968750000,227061251984706968360856706465829475479405557883865175709740498996951178074734753525119684370109586119089645528360832250148018606351337332631563347567122098949103358742355491575967735500000000000*theta_K + 11217371873970572026521184120408764184681185436442624283061091577227988101377000760946950910694433332919645867789908062960914612125305987701452527509783189618206006976732555740431030521343750000000,x^2 - x - 2490,2,2,0,9961,16581375,1,True
2180,-10291143160577367220066396383674001466809725571929499171695762642287867657184119809111039289722961052050681478521582255662236367897381489946716834604863835629124949217218719581979649668455578194889884316892512224528211809716905247722709706769980809920224652686456225855643584747659000000000*theta_K - 508407219776275455686087970342344954995475060660898554712714671917518397722071484496446912573250296166868337049526916563022921720986801717513649779411271916830182271324687611613585055692943045521009702225434668001708320720684000685108454404385727338324008144792949855360646063745980968750000,-126939460263868189647109928244820407487691738741273173432122058687972845192969522686758034600480058508407359388063474739062635188815429792511269838515187791314915806243405731343299862776348054590236840242017192294150316198603323573104716098123676460217050575736428020538261341227171184497831756676662817746471885916771484307657248573298432136205718095011336908968981492567162644892121875626466318122006389200264154979055769500000000000*theta_K - 6271114594914787274375875015731483537698273532514005871872726829904911370850768129421931064417046247627998699510673101906781097549261461401952073003246736191927988448966181108219174405625808209808446838776412549673284911567406636722113412627412299963541994852822768609259297538981477709648241539123745418752028807181972666494859012502160953312390555548821946262149822265280031480705363660852227802570914485230905695497554342156250000000,x^2 - x - 2490,2,2,0,9961,16581375,1,True
2181,-43571954320797050757136380317696*theta_K - 6462914727747587163167431088010752/3,-30650095525417634598910130655297799211592503644160/27*theta_K - 1515416333479626061687046251133922722650596446987264/27,x^2 - x - 2494,2,2,0,9977,-32768,1,True
2182,-28335030124137157072417733492804646355218641931945184525461823293140473015615131052953082490880*theta_K - 4202861367020447238118863551899465982190950411086400117101053813661723242920190283321636782867968/3,508284411911307179843651785658396732502420393015475853291260179527114800660120656387766989405338417541419572222533004809587127348444520508395520/27*theta_K + 25130835211417684223787682078169051631628410003427386150381894568481827749936477663069563060643289079772397899219573161646974324302030649928068096/27,x^2 - x - 2494,2,2,0,9977,-32768,1,True
2183,-7361208463357497961928295016960*theta_K - 1094298239099918754586928495529472/3,-236744670483496044838184174334805375004514627584/3*theta_K - 105581553891309151591637999918012694869419666035712/27,x^2 - x - 2505,2,2,0,10021,-32768,1,True
2184,7361208463357497961928295016960*theta_K - 1116381864489991248472713380580352/3,236744670483496044838184174334805375004514627584/3*theta_K - 107712255925660615995181657487025943244460297683968/27,x^2 - x - 2505,2,2,0,10021,-32768,1,True
2185,-113769071747852555536268018150390397129000000000*theta_K - 5695275640918380034216090411007056723291875000000,181727476376240829773732607971469433799525536739903828190519000000000000*theta_K + 9097270933044337180824170625011897267130324854523635771090250750000000000,x^2 - 2506,2,2,0,10024,-3375,1,False
2186,-28442267936963138884067004537597599282250000000*theta_K - 1423818910229595008554022602751764180822968750000,22715934547030103721716575996433679224940692092487978523814875000000000*theta_K + 1137158866630542147603021328126487158391290606815454471386281343750000000,x^2 - 2506,2,2,0,10024,-3375,1,True
2187,28442267936963138884067004537597599282250000000*theta_K - 1423818910229595008554022602751764180822968750000,-22715934547030103721716575996433679224940692092487978523814875000000000*theta_K + 1137158866630542147603021328126487158391290606815454471386281343750000000,x^2 - 2506,2,2,0,10024,-3375,1,True
2188,113769071747852555536268018150390397129000000000*theta_K - 5695275640918380034216090411007056723291875000000,-181727476376240829773732607971469433799525536739903828190519000000000000*theta_K + 9097270933044337180824170625011897267130324854523635771090250750000000000,x^2 - 2506,2,2,0,10024,-3375,1,False
2189,-69553791254700691147680*theta_K - 3481860289274055684457900,70642646131104401480539247077123008*theta_K + 3536368325235017964376043307196402224,x^2 - 2506,2,2,0,10024,16581375,1,False
2190,69553791254700691147680*theta_K - 3481860289274055684457900,-70642646131104401480539247077123008*theta_K + 3536368325235017964376043307196402224,x^2 - 2506,2,2,0,10024,16581375,1,False
2191,-17388447813675172786920*theta_K - 870465072318513921114475,8830330766388050185067405884640376*theta_K + 442046040654377245547005413399550278,x^2 - 2506,2,2,0,10024,16581375,1,True
2192,17388447813675172786920*theta_K - 870465072318513921114475,-8830330766388050185067405884640376*theta_K + 442046040654377245547005413399550278,x^2 - 2506,2,2,0,10024,16581375,1,True
2193,1233223500577964021483050386055206273024*theta_K + 55362173420154629706491129988995793027072,44145916843437832946987515638989341485452485303337522036736*theta_K - 6707590479738487435929243573869885239800594657305391192342528,x^2 - x + 2507,2,0,1,-10027,4096,1,False
2194,900820672445554434976662078930026496*theta_K + 40439863710850715636589576325051711488,871536075719855348093647279311972469260507478398861312*theta_K - 132422373398189395217050195918699489463617054415442149376,x^2 - x + 2507,2,0,1,-10027,4096,1,False
2195,71266638588747598460751726987415171267731366021671759558546045730232031758962092087967744*theta_K + 3199319509215188468631241820223608280487020404840536744096021395457741472646819990032351232,-25506236393855028731712486637250833271462881671012287945444583716170807130856386051517697746493195495779683951545933237193903330820096*theta_K + 3875452151466929706902030537653358353376125143289022082275105871790781383897607197254464644927175453390507178863093943604400548434935808,x^2 - x + 2507,2,0,1,-10027,38477541376,1,False
2196,52057442358471583974252539800887634235011954727298582584767016603529606836349227237376*theta_K + 2336975536314966010687539678760853382386428345391188271801330456871980622824558064304128,-503548385956508572675112760098135022041396988747207232453054778910840564840313230243375471275012249931488440004460411766211346432*theta_K + 76509824718514790967998549694062708099739899774722564947290503460619931374205026301590520698224694556897067870868338372937447899136,x^2 - x + 2507,2,0,1,-10027,38477541376,1,False
2197,7150123408*theta_K - 362098676891,-2330427150118896*theta_K + 118018185071431158,x^2 - x - 2514,2,2,0,10057,x^2 - 308924793432*x - 4888159084550097,2,True
2198,-114401974528*theta_K - 5679176855728,149147337607609344*theta_K + 7404016506963984768,x^2 - x - 2514,2,2,0,10057,x^2 - 308924793432*x - 4888159084550097,2,True
2199,5780743464448*theta_K - 292750130379696,56421822134636402688*theta_K - 2857330702834098367104,x^2 - x - 2514,2,2,0,10057,x^2 - 308924793432*x - 4888159084550097,2,False
2200,9851143342137175204661706613376*theta_K - 498884531987291102371024904314443,-119177750169888351093035929053583144159618728192*theta_K + 6035435081173458033949479463359473951853205667526,x^2 - x - 2514,2,2,0,10057,x^2 - 308924793432*x - 4888159084550097,2,False
2201,6038840593843581993939831492048822503002151004509028107233972335705089359222489506545202938624075810892664962792889119174795714635389923472712115506499594618737823999360*theta_K - 909081214280653304040132617742161682061245822329512220272567199125102114450757637204100990390944515498239433196289973883750135773931946465788398070925957534949771766130240/3,-50665860479465451788071946199296627419929201751619198433198863147804600401639018605040916543756830088743045662592336451599555971852010269057924079163076468621472437977943119074350265366709242782461210801055161042112398783505094723345515894030026741455872*theta_K + 68644706092726648516502645478595107166701831046308600275197254593504939849485263610571814982788708330121507263754028122774168744453779836644946200424186217171419442122922150566957257425348306632163045094697670267746844581933916287111139379328738471819745280/27,x^2 - 2518,2,2,0,10072,8000,1,True
2202,3676097993682767165608013378577159972611000853071805659060162710323801696458370614867080628829762633620980758574454413440*theta_K - 553396231607560874921466570991827489615095610476998457158348296991834448229681545852382484472786501384616206061701422603840/3,24063882258831668217504040418410403849717002854481813346975651250970994887272550910997064705562195224533012625335217851456852570506707093534675440275635508622323292826991482996227072*theta_K - 32602981760804524799438632870778270760719689869722352717328419225584733433344470358985013705575826821836332264204544616720063008236073598739533882646784371316316931757483543148836915200/27,x^2 - 2518,2,2,0,10072,8000,1,True
2203,-37227435565805086322017088585602906687110203174789702585314956800*theta_K - 1849539713486498375403224680618862048455214622800421141826483989680,34057157562424240050656401564767990560969819645978438897483640716927278923130216327941888537823232*theta_K + 1692033428647704043986711895266604825549251824539898842970617470791337563594749796440680522868265344,x^2 - x - 2518,2,2,0,10073,-3375,1,True
2204,-2870525572620155875840*theta_K - 142613934171071964798640,-729215427220719696926105645688832*theta_K - 36229003471047360106099081490699904,x^2 - x - 2518,2,2,0,10073,-3375,1,True
2205,-3049933420908915618080*theta_K - 151527305056763962598555,-649457489868453480074812840691616*theta_K - 32266456216401555094494494452654602,x^2 - x - 2518,2,2,0,10073,16581375,1,True
2206,-39554150288667904217143156622203088355054590873214058996897141600*theta_K - 1965135945579404523865926223157540926483665536725447463190639239035,30332155954034088795115857643621491593363745622199547143071367513513357790912848917073244478998816*theta_K + 1506967272389361414175665281721819922754802406230847407020706184923535017576574037454981090679548822,x^2 - x - 2518,2,2,0,10073,16581375,1,True
2207,42240*theta_K - 2145440,-33511744*theta_K + 1702116752,x^2 - x - 2529,2,2,0,10117,-147197952000,1,True
2208,-42240*theta_K - 2103200,33511744*theta_K + 1668605008,x^2 - x - 2529,2,2,0,10117,-147197952000,1,True
2209,149103365755*theta_K - 7588015124300,-273556187745972496*theta_K + 13921540130576709838,x^2 - x - 2539,2,2,0,10157,-3375,1,True
2210,-149103365755*theta_K - 7438911758545,273556187745972496*theta_K + 13647983942830737342,x^2 - x - 2539,2,2,0,10157,-3375,1,True
2211,-40556115485360*theta_K - 2023383998324240,997932972897307665408*theta_K + 49787845423446529823616,x^2 - x - 2539,2,2,0,10157,16581375,1,True
2212,40556115485360*theta_K - 2063940113809600,-997932972897307665408*theta_K + 50785778396343837489024,x^2 - x - 2539,2,2,0,10157,16581375,1,True
2213,49191554777779779675294864357057624960737246353847885736846477696723465652655879697114283798811626338489696165154287497778036292237739141138506690747801346751044279193423262182112800180175432153924374955949175311896301200273626855824490841440603520*theta_K - 7475498007841945669658681501262565721267543556567523281593757296607633265920298057672913658978689942117513463441164756873232337543398575095128883003862168229508662971011891857953905840161423626602086538923859120443370718742172403061749421430144360000/3,3550523443039708672220969554058488673027577336375109089036928240617684858219676298637087011484778618966338978203244310891454162554711034862937640268700435785371267886253604328189098267938043557028252495073097863406196720401618526560641787863173390884782676941189202166863212506095974603284321144882596592694284081518372774701988700752251945843704211856945745263700785626112/3*theta_K - 1618688271501554859302654967966668588996637739197317062471289465762685108784254913798305844411169945183342744429083074842260810342997624225356214721028654124182528018413593636218361507908517002696921234302259732251967753061731338917907073715118372657746816830573472024169174309315393717172962140620110615717664410443211890970941926397519444043999013313559709321384643086616576/27,x^2 - 2566,2,2,0,10264,8000,1,True
